dndsweighted_trans1;;
TOM1;10043;0.390592813000687
CDH6;1004;0.175326161593042
USH1C;10083;0.391622796978714
FARP1;10160;0.31025406271458
CDH18;1016;0.12073701075761
AKAP8;10270;0.822842755779355
PRG3;10394;0.996795605401694
OLFM4;10562;0.852254520485237
DPYSL4;10570;0.180819409475853
POMT1;10585;0.567292286564431
CD3EAP;10849;0.939345387960632
WDR3;10885;0.471046005951019
PPARGC1A;10891;0.583886472877089
TRAFD1;10906;0.83611810482948
GCN1;10985;0.234836346990158
RCC1;1104;0.391966124971389
DIDO1;11083;0.702563515678645
CHD4;1108;0.0685511558709087
BAZ2A;11176;0.829137102311742
DDX20;11218;0.786449988555734
RNF139;11236;0.445181963836118
ZNF354B;117608;0.667887388418402
CLCA1;1179;0.831769283588922
CLCN4;1183;0.0556191348134585
KLHDC1;122773;0.766536964980545
SEZ6;124925;0.473220416571298
SLC44A3;126969;0.80235751888304
IQGAP3;128239;0.730258640421149
COL4A4;1286;0.985694666971847
FBLN7;129804;0.604257267109178
COL11A1;1301;0.455939574273289
CCDC148;130940;0.81265735866331
NCOA7;135112;0.815632867933165
CPT1A;1374;0.335774776836805
ZBTB46;140685;0.225795376516365
TRIM69;140691;0.889333943694209
CNBD2;140894;0.913939116502632
CWF19L2;143884;0.934538796063172
CD300LG;146894;0.969672693980316
ADRA1A;148;0.229114213778897
IGSF5;150084;0.944953078507668
PNPLA5;150379;0.711032272831312
CTSH;1512;0.702220187685969
TRMT44;152992;0.827420462348363
CNKSR3;154043;0.392309452964065
SHOC1;158401;0.972075989929046
CYP17A1;1586;0.887960631723506
DGKA;1606;0.801327534905013
DAPK1;1612;0.187457084000916
OTUD7A;161725;0.113984893568322
SLFN5;162394;0.99496452277409
TMEM92;162461;0.997253376058595
DQX1;165545;0.806591897459373
CRISP1;167;0.879949645227741
ABHD3;171586;0.327763790341039
DVL2;1856;0.108262760357061
CELSR2;1952;0.127489127946899
PLBD2;196463;0.718127718013275
DCP1B;196513;0.960288395513848
PAOX;196743;0.550011444266423
EPHA2;1969;0.17154955367361
CCDC171;203238;0.496337834744793
ANO5;203859;0.54337376974136
ERBB2;2064;0.616960402838178
ERCC6;2074;0.866445410849165
EXTL3;2137;0.0519569695582513
ZNF25;219749;0.7949187457084
TPCN2;219931;0.819638361181048
FBLN2;2199;0.503318837262531
LNX2;222484;0.304303044174868
FES;2242;0.360151064316777
FRMPD1;22844;0.84882124055848
AAK1;22848;0.568322270542458
FNDC3A;22862;0.512817578393225
FASTKD2;22868;0.96646829938201
PPP6R1;22870;0.559395742732891
TRAPPC8;22878;0.439116502632181
DIS3;22894;0.363241016250858
DENND3;22898;0.453879606317235
NT5C2;22978;0.0197985809109636
LIMCH1;22998;0.651636530098421
EXOSC7;23016;0.303387502861067
CNOT1;23019;0.0228885328450446
EXPH5;23086;0.982146944380865
MRPS27;23107;0.796406500343328
CUL9;23113;0.562371252002747
SMC5;23137;0.50526436255436
N4BP3;23138;0.283932249942779
MAST2;23139;0.624971389333944
ZC3H3;23144;0.850080109864958
DIP2A;23181;0.285877775234607
GSE1;23199;0.303616388189517
SEL1L3;23231;0.713092240787366
TBC1D30;23329;0.350995651178759
USP24;23358;0.104829480430304
LARS2;23395;0.649118791485466
FUCA2;2519;0.675326161593042
TCP11L2;255394;0.86129549095903
GABRB1;2560;0.159304188601511
CCDC110;256309;0.673380636301213
GABRR1;2569;0.214122224765393
NOCT;25819;0.167429617761501
C20orf194;25943;0.857976653696498
KANK2;25959;0.404211490043488
RAI14;26064;0.663424124513619
LDLRAP1;26119;0.359349965667201
LRRC32;2615;0.494621194781415
GBE1;2632;0.431792172121767
GC;2638;0.842183566033417
NR6A1;2649;0.132410162508583
GHSR;2693;0.100823987182422
MTBP;27085;0.688258182650492
TP53TG5;27296;0.985465781643397
MCAT;27349;0.62027924010071
GOLGB1;2804;0.817578393224994
B4GALNT3;283358;0.687457084000916
CDH19;28513;0.79995422293431
FBXO43;286151;0.93099107347219
GRB7;2886;0.443007553215839
SLC27A6;28965;0.741474021515221
SETD2;29072;0.758640421149004
ARHGAP35;2909;0.129320210574502
GRM6;2916;0.149691004806592
USP25;29761;0.293888761730373
GUCY2F;2986;0.657587548638132
NPC1L1;29881;0.760814831769284
PADI1;29943;0.578622110322728
IL19;29949;0.957770656900893
GYS1;2997;0.0652323186083772
LMCD1;29995;0.267681391622797
HK3;3101;0.631952391851682
FAM149B1;317662;0.843900205996796
C14orf39;317761;0.921950102998398
HRG;3273;0.946784161135271
MYPOP;339344;0.68448157473106
KY;339855;0.480773632410163
TRIML1;339976;0.614785992217899
TMC3;342125;0.769169146257725
ZKSCAN2;342357;0.852941176470588
SMTNL2;342527;0.472877088578622
IFI35;3430;0.912222476539254
INPPL1;3636;0.168230716411078
ITGA4;3676;0.690661478599222
ITGA5;3678;0.56420233463035
ITGAV;3685;0.428244449530785
PTCHD3;374308;0.827763790341039
CCDC178;374864;0.924238956282902
SLC27A1;376497;0.188143739986267
KDR;3791;0.719157701991302
LAD1;3898;0.854543373769741
LAMA3;3909;0.826276035706111
AGMO;392636;0.821011673151751
ARHGAP5;394;0.210460059510185
LETM1;3954;0.53330281528954
ARHGDIB;397;0.490959029526207
MAN2B1;4125;0.732204165712978
MAP1A;4130;0.77454795147631
MIPEP;4285;0.635042343785763
MPO;4353;0.497253376058595
MSH3;4437;0.762417029068437
TRIM37;4591;0.409132524605173
MMUT;4594;0.216067750057221
MYH3;4621;0.0350194552529183
MYO5A;4644;0.13607232776379
NCBP1;4686;0.0790798809796292
NDUFA10;4705;0.72064545662623
NOS3;4846;0.196726939803159
NPHP1;4867;0.676585030899519
